model_key,route_code,ship_id,cabin_class,sailing_date,forecasted_bookings,forecast_lower,forecast_upper,evaluation_mape
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-07-19,21,6,36,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-07-26,23,6,39,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-08-02,24,8,38,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-08-09,24,8,39,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-08-16,24,9,39,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-08-23,27,11,41,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-08-30,29,12,45,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-09-06,29,13,42,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-09-13,25,8,40,60.56
MUM-LAK_EMPRESS_BALCONY,MUM-LAK,EMPRESS,BALCONY,2026-09-20,22,7,37,60.56
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-01-05,14,6,23,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-01-12,14,6,22,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-01-19,12,3,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-01-26,10,1,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-02-02,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-02-09,5,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-02-16,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-02-23,10,2,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-03-02,13,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-03-09,13,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-03-16,10,2,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-03-23,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-03-30,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-04-06,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-04-13,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-04-20,7,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-04-27,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-05-04,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-05-11,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-05-18,8,1,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-05-25,8,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-06-01,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-06-08,7,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-06-15,9,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-06-22,10,2,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-06-29,10,1,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-07-06,8,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-07-13,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-07-20,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-07-27,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-08-03,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-08-10,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-08-17,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-08-24,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-08-31,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-09-07,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-09-14,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-09-21,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-09-28,8,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-10-05,10,2,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-10-12,11,1,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-10-19,10,1,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-10-26,10,1,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-11-02,11,2,20,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-11-09,13,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-11-16,14,6,22,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-11-23,14,5,23,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-11-30,13,5,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-12-07,12,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-12-14,12,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-12-21,12,4,21,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2025-12-28,12,4,20,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-01-04,12,5,20,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-01-11,12,3,20,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-01-18,10,2,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-01-25,8,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-02-01,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-02-08,5,0,13,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-02-15,5,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-02-22,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-03-01,10,2,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-03-08,11,3,19,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-03-15,9,0,18,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-03-22,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-03-29,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-04-05,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-04-12,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-04-19,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-04-26,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-05-03,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-05-10,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-05-17,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-05-24,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-05-31,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-06-07,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-06-14,7,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-06-21,8,0,16,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-06-28,8,0,17,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-07-05,7,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-07-12,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-07-19,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-07-26,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-08-02,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-08-09,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-08-16,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-08-23,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-08-30,6,0,14,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-09-06,6,0,15,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-09-13,5,0,13,67.37
MUM-LAK_EMPRESS_SUITE,MUM-LAK,EMPRESS,SUITE,2026-09-20,5,0,13,67.37
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-01-05,376,332,423,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-01-12,357,314,401,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-01-19,345,300,388,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-01-26,333,286,377,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-02-02,319,274,363,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-02-09,309,265,354,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-02-16,307,263,349,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-02-23,312,272,355,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-03-02,319,276,367,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-03-09,320,275,362,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-03-16,315,271,360,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-03-23,306,264,351,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-03-30,299,256,344,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-04-06,292,247,339,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-04-13,286,244,329,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-04-20,284,242,329,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-04-27,295,256,339,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-05-04,317,274,363,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-05-11,342,297,389,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-05-18,357,312,401,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-05-25,358,312,401,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-06-01,348,303,393,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-06-08,339,294,383,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-06-15,335,290,380,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-06-22,335,289,378,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-06-29,332,286,378,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-07-06,326,281,372,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-07-13,322,279,365,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-07-20,322,277,367,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-07-27,324,282,369,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-08-03,323,281,368,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-08-10,317,269,362,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-08-17,312,268,359,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-08-24,317,270,362,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-08-31,331,285,376,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-09-07,345,301,387,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-09-14,351,305,393,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-09-21,350,309,394,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-09-28,347,303,391,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-10-05,353,305,399,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-10-12,367,324,408,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-10-19,381,336,425,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-10-26,389,343,432,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-11-02,389,341,436,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-11-09,391,345,436,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-11-16,402,355,448,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-11-23,424,380,467,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-11-30,450,408,498,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-12-07,468,423,511,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-12-14,466,419,512,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-12-21,444,399,487,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2025-12-28,412,369,456,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-01-04,381,334,428,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-01-11,360,315,406,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-01-18,347,302,391,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-01-25,336,292,381,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-02-01,322,278,365,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-02-08,311,267,352,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-02-15,307,260,351,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-02-22,312,266,357,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-03-01,319,273,365,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-03-08,321,275,364,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-03-15,317,272,361,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-03-22,309,267,354,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-03-29,301,253,346,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-04-05,294,251,338,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-04-12,287,243,329,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-04-19,285,243,329,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-04-26,292,245,336,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-05-03,313,266,359,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-05-10,338,295,385,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-05-17,357,310,397,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-05-24,359,315,402,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-05-31,350,303,394,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-06-07,340,293,384,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-06-14,336,289,382,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-06-21,336,292,382,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-06-28,334,291,383,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-07-05,328,280,374,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-07-12,323,280,367,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-07-19,322,281,371,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-07-26,325,282,372,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-08-02,324,277,372,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-08-09,319,278,362,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-08-16,313,269,358,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-08-23,316,268,362,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-08-30,329,282,373,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-09-06,344,299,390,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-09-13,352,307,397,52.77
MUM-LAK_SKY_INTERIOR,MUM-LAK,SKY,INTERIOR,2026-09-20,351,306,396,52.77
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-01-05,164,136,192,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-01-12,154,126,181,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-01-19,150,123,179,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-01-26,150,121,176,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-02-02,147,118,172,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-02-09,140,111,166,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-02-16,134,106,162,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-02-23,134,108,161,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-03-02,142,114,170,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-03-09,149,121,176,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-03-16,148,119,174,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-03-23,139,110,169,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-03-30,129,102,157,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-04-06,126,98,155,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-04-13,129,102,157,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-04-20,132,105,160,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-04-27,130,102,157,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-05-04,125,99,152,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-05-11,122,95,149,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-05-18,124,97,152,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-05-25,127,101,157,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-06-01,127,100,157,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-06-08,124,94,154,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-06-15,120,94,149,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-06-22,119,92,148,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-06-29,122,94,148,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-07-06,125,96,152,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-07-13,126,97,154,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-07-20,124,96,151,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-07-27,122,94,149,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-08-03,119,91,146,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-08-10,118,89,147,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-08-17,119,91,145,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-08-24,123,95,151,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-08-31,128,100,158,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-09-07,132,105,160,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-09-14,131,103,161,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-09-21,127,98,155,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-09-28,123,95,151,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-10-05,123,96,150,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-10-12,130,102,158,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-10-19,139,111,168,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-10-26,148,119,178,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-11-02,155,129,182,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-11-09,160,131,188,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-11-16,165,137,192,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-11-23,170,141,199,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-11-30,177,150,207,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-12-07,185,158,213,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-12-14,189,162,220,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-12-21,188,158,214,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2025-12-28,178,150,206,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2026-01-04,165,138,195,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2026-01-11,154,126,182,48.5
MUM-LAK_SKY_SEA_VIEW,MUM-LAK,SKY,SEA_VIEW,2026-01-18,149,121,178,48.5
